GEOID,NAME,label,top1,top2,top3,pop,pct_nhpi,pct_tot,metro
06085503116,"Census Tract 5031.16, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503118,"Census Tract 5031.18, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503121,"Census Tract 5031.21, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503122,"Census Tract 5031.22, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503123,"Census Tract 5031.23, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503210,"Census Tract 5032.10, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503212,"Census Tract 5032.12, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503213,"Census Tract 5032.13, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503214,"Census Tract 5032.14, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503218,"Census Tract 5032.18, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503304,"Census Tract 5033.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503306,"Census Tract 5033.06, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503312,"Census Tract 5033.12, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503315,"Census Tract 5033.15, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503321,"Census Tract 5033.21, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503323,"Census Tract 5033.23, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503324,"Census Tract 5033.24, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503325,"Census Tract 5033.25, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503331,"Census Tract 5033.31, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503336,"Census Tract 5033.36, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503337,"Census Tract 5033.37, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503506,"Census Tract 5035.06, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503507,"Census Tract 5035.07, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503509,"Census Tract 5035.09, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503602,"Census Tract 5036.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503703,"Census Tract 5037.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503711,"Census Tract 5037.11, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503712,"Census Tract 5037.12, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503802,"Census Tract 5038.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503803,"Census Tract 5038.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503804,"Census Tract 5038.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503902,"Census Tract 5039.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085503903,"Census Tract 5039.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504001,"Census Tract 5040.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504002,"Census Tract 5040.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504102,"Census Tract 5041.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504202,"Census Tract 5042.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504307,"Census Tract 5043.07, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504308,"Census Tract 5043.08, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504311,"Census Tract 5043.11, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504314,"Census Tract 5043.14, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504315,"Census Tract 5043.15, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504317,"Census Tract 5043.17, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504318,"Census Tract 5043.18, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504319,"Census Tract 5043.19, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504321,"Census Tract 5043.21, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504322,"Census Tract 5043.22, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504410,"Census Tract 5044.10, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504413,"Census Tract 5044.13, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504415,"Census Tract 5044.15, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504416,"Census Tract 5044.16, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504417,"Census Tract 5044.17, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504420,"Census Tract 5044.20, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504422,"Census Tract 5044.22, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504601,"Census Tract 5046.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504602,"Census Tract 5046.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504802,"Census Tract 5048.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504803,"Census Tract 5048.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085504901,"Census Tract 5049.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505001,"Census Tract 5050.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505008,"Census Tract 5050.08, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505009,"Census Tract 5050.09, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505202,"Census Tract 5052.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505203,"Census Tract 5052.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505402,"Census Tract 5054.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505500,"Census Tract 5055, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505600,"Census Tract 5056, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085505700,"Census Tract 5057, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506000,"Census Tract 5060, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506202,"Census Tract 5062.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506203,"Census Tract 5062.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506204,"Census Tract 5062.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506301,"Census Tract 5063.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506302,"Census Tract 5063.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506501,"Census Tract 5065.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506502,"Census Tract 5065.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506503,"Census Tract 5065.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506605,"Census Tract 5066.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506606,"Census Tract 5066.06, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506702,"Census Tract 5067.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506801,"Census Tract 5068.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506802,"Census Tract 5068.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506803,"Census Tract 5068.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085506900,"Census Tract 5069, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507002,"Census Tract 5070.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507100,"Census Tract 5071, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507203,"Census Tract 5072.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507205,"Census Tract 5072.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507206,"Census Tract 5072.06, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507301,"Census Tract 5073.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507302,"Census Tract 5073.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507401,"Census Tract 5074.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507500,"Census Tract 5075, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507600,"Census Tract 5076, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507701,"Census Tract 5077.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507702,"Census Tract 5077.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507703,"Census Tract 5077.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507805,"Census Tract 5078.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507806,"Census Tract 5078.06, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507903,"Census Tract 5079.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507904,"Census Tract 5079.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507905,"Census Tract 5079.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085507906,"Census Tract 5079.06, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508001,"Census Tract 5080.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508004,"Census Tract 5080.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508101,"Census Tract 5081.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508203,"Census Tract 5082.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508303,"Census Tract 5083.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508401,"Census Tract 5084.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508403,"Census Tract 5084.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508404,"Census Tract 5084.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508503,"Census Tract 5085.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508504,"Census Tract 5085.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508505,"Census Tract 5085.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508507,"Census Tract 5085.07, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508508,"Census Tract 5085.08, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508601,"Census Tract 5086.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508703,"Census Tract 5087.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085508704,"Census Tract 5087.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509102,"Census Tract 5091.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509105,"Census Tract 5091.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509107,"Census Tract 5091.07, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509108,"Census Tract 5091.08, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509109,"Census Tract 5091.09, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509201,"Census Tract 5092.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509202,"Census Tract 5092.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509303,"Census Tract 5093.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509304,"Census Tract 5093.04, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509403,"Census Tract 5094.03, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509600,"Census Tract 5096, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509700,"Census Tract 5097, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085509801,"Census Tract 5098.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510001,"Census Tract 5100.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510002,"Census Tract 5100.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510100,"Census Tract 5101, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510200,"Census Tract 5102, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510300,"Census Tract 5103, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510400,"Census Tract 5104, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510500,"Census Tract 5105, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510600,"Census Tract 5106, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510700,"Census Tract 5107, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510801,"Census Tract 5108.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510802,"Census Tract 5108.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085510900,"Census Tract 5109, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511100,"Census Tract 5111, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511200,"Census Tract 5112, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511301,"Census Tract 5113.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511302,"Census Tract 5113.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511400,"Census Tract 5114, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511500,"Census Tract 5115, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511609,"Census Tract 5116.09, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511701,"Census Tract 5117.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511702,"Census Tract 5117.02, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511705,"Census Tract 5117.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511707,"Census Tract 5117.07, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511800,"Census Tract 5118, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511905,"Census Tract 5119.05, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511907,"Census Tract 5119.07, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511909,"Census Tract 5119.09, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511911,"Census Tract 5119.11, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511912,"Census Tract 5119.12, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085511915,"Census Tract 5119.15, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512001,"Census Tract 5120.01, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512017,"Census Tract 5120.17, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512021,"Census Tract 5120.21, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512023,"Census Tract 5120.23, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512024,"Census Tract 5120.24, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512025,"Census Tract 5120.25, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512027,"Census Tract 5120.27, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512029,"Census Tract 5120.29, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512030,"Census Tract 5120.30, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512033,"Census Tract 5120.33, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512034,"Census Tract 5120.34, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512035,"Census Tract 5120.35, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
06085512036,"Census Tract 5120.36, Santa Clara County, California",Native Hawaiian,0,0%,0%,,,,22
